Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764550930,30,,Aggregated,13.400000,5.300000,150,300,490,660,3400,5800,7200,7400,8600,8600,8600,575,174,150.0,856.3968723489518,28.78170000622049,8648.524699994596,28070.645217391306
1764550931,30,,Aggregated,13.800000,5.400000,150,290,480,660,3200,5800,7200,7400,8600,8600,8600,584,177,140.0,844.4152393846072,28.78170000622049,8648.524699994596,28080.217465753423
1764550932,30,,Aggregated,13.500000,5.300000,150,290,470,640,2600,5800,7200,7400,8600,8600,8600,596,182,140.0,831.0735583904136,28.78170000622049,8648.524699994596,27936.96644295302
1764550933,30,,Aggregated,13.600000,4.900000,150,300,490,660,2500,5800,7200,7400,8600,8600,8600,603,183,150.0,832.0913912117779,28.78170000622049,8648.524699994596,27999.258706467663
1764550934,30,,Aggregated,13.500000,5.000000,150,340,550,710,2300,5800,7200,7400,8600,8600,8600,623,193,150.0,834.4115772083036,28.78170000622049,8648.524699994596,27964.90529695024
1764550935,30,,Aggregated,12.500000,4.400000,150,330,540,700,2300,5800,7200,7400,8600,8600,8600,635,197,150.0,820.1330606311406,26.136700005736202,8648.524699994596,27902.740157480315
1764550936,30,,Aggregated,12.200000,4.400000,150,320,510,690,2300,5700,7200,7400,8600,8600,8600,647,201,150.0,805.7327310676496,26.136700005736202,8648.524699994596,27709.865533230295
1764550937,30,,Aggregated,12.700000,4.700000,140,300,500,670,1900,5700,7200,7400,8600,8600,8600,660,208,140.0,791.3263301527353,26.136700005736202,8648.524699994596,27804.639393939393
1764550938,30,,Aggregated,12.900000,4.600000,140,280,490,660,1900,5600,7200,7400,8600,8600,8600,674,214,140.0,777.0792505946456,26.136700005736202,8648.524699994596,27801.045994065284
1764550939,30,,Aggregated,12.200000,4.200000,140,280,470,650,1900,5400,7200,7400,8600,8600,8600,689,219,140.0,764.2241480418718,26.136700005736202,8648.524699994596,27852.593613933237
1764550940,30,,Aggregated,12.500000,4.500000,140,290,460,630,1800,5400,7200,7400,8600,8600,8600,699,223,140.0,757.9870969969753,26.136700005736202,8648.524699994596,28043.410586552218
1764550941,30,,Aggregated,12.500000,4.500000,150,300,470,630,1800,5400,7200,7400,8600,8600,8600,708,225,150.0,754.1877245775485,26.136700005736202,8648.524699994596,27945.235875706214
1764550942,30,,Aggregated,12.500000,4.700000,150,320,470,630,1600,5400,7200,7400,8600,8600,8600,726,229,150.0,744.8039827836272,26.136700005736202,8648.524699994596,28021.47520661157
1764550943,30,,Aggregated,12.200000,4.900000,150,300,460,610,1600,5400,7200,7400,8600,8600,8600,741,233,150.0,731.6267159256463,26.136700005736202,8648.524699994596,28175.499325236167
1764550944,30,,Aggregated,12.100000,4.700000,150,290,460,600,1600,5400,6800,7400,8600,8600,8600,756,239,150.0,720.042281747314,26.136700005736202,8648.524699994596,28433.300264550264
1764550945,30,,Aggregated,13.200000,5.000000,140,290,460,590,1600,5400,6800,7400,8600,8600,8600,767,244,140.0,710.6927389842795,26.136700005736202,8648.524699994596,28485.12255541069
1764550946,30,,Aggregated,13.900000,5.100000,140,280,450,590,1500,5400,6800,7400,8600,8600,8600,780,247,140.0,699.8030212832442,26.136700005736202,8648.524699994596,28570.046153846153
1764550947,30,,Aggregated,13.100000,4.600000,140,270,430,560,1500,5300,6800,7400,8600,8600,8600,798,250,140.0,687.3649780714084,26.136700005736202,8648.524699994596,28598.928571428572
1764550948,30,,Aggregated,13.400000,4.700000,140,270,420,540,1300,5300,6800,7400,8600,8600,8600,814,255,140.0,675.2292600749458,26.136700005736202,8648.524699994596,28554.527027027027
1764550949,30,,Aggregated,13.500000,4.600000,140,260,400,540,1300,5300,6800,7400,8600,8600,8600,824,256,140.0,668.6293649284036,26.136700005736202,8648.524699994596,28515.634708737864
1764550950,30,,Aggregated,13.600000,4.000000,140,270,440,540,1300,5300,6800,7400,8600,8600,8600,839,261,140.0,665.8672156149627,26.136700005736202,8648.524699994596,28355.140643623363
1764550951,30,,Aggregated,13.800000,4.100000,140,280,440,530,1200,5300,6200,7400,8600,8600,8600,855,264,140.0,659.1171872525337,26.136700005736202,8648.524699994596,28571.03274853801
1764550952,30,,Aggregated,13.400000,3.700000,140,270,430,520,1200,5200,6200,7400,8600,8600,8600,867,269,140.0,651.9935723192947,26.136700005736202,8648.524699994596,28669.2306805075
1764550953,30,,Aggregated,14.000000,3.700000,140,270,430,510,1200,5200,6200,7400,8600,8600,8600,879,273,140.0,645.8474155868056,26.136700005736202,8648.524699994596,28624.358361774743
1764550954,30,,Aggregated,14.400000,3.800000,150,280,430,510,1200,5200,6200,7400,8600,8600,8600,895,281,150.0,641.5817574311409,26.136700005736202,8648.524699994596,28623.41117318436
1764550955,30,,Aggregated,13.900000,3.800000,150,290,430,500,1200,5200,6100,7300,8600,8600,8600,905,283,150.0,636.8182234263796,26.136700005736202,8648.524699994596,28593.35580110497
1764550956,30,,Aggregated,13.500000,3.700000,150,290,430,500,1200,5200,6100,7300,8600,8600,8600,912,283,150.0,634.4508025228781,26.136700005736202,8648.524699994596,28714.105263157893
1764550957,30,,Aggregated,13.700000,4.100000,150,310,450,550,1200,5100,6100,7300,8600,8600,8600,930,292,150.0,636.8708906460225,26.136700005736202,8648.524699994596,28733.179569892473
1764550958,30,,Aggregated,13.600000,3.900000,150,330,460,560,1200,4400,6100,7300,8600,8600,8600,944,301,150.0,633.6550304034263,26.136700005736202,8648.524699994596,28723.976694915254
1764550960,30,,Aggregated,13.000000,3.600000,150,310,460,540,1100,4400,6100,7300,8600,8600,8600,957,305,150.0,626.791896761604,26.136700005736202,8648.524699994596,28657.94461859979
1764550961,30,,Aggregated,13.200000,4.200000,150,300,450,540,1100,4000,6100,7300,8600,8600,8600,971,309,150.0,619.21997322441,26.136700005736202,8648.524699994596,28658.638516992793
1764550962,30,,Aggregated,13.000000,4.600000,150,290,440,530,1100,4000,6100,7300,8600,8600,8600,983,314,150.0,613.0903515776919,26.136700005736202,8648.524699994596,28706.921668362156
1764550963,30,,Aggregated,13.300000,4.900000,150,290,430,520,1100,4000,6100,7200,8600,8600,8600,1001,323,150.0,605.2121656353015,26.136700005736202,8648.524699994596,28782.590409590408
1764550964,30,,Aggregated,13.000000,4.800000,150,280,430,510,1000,4000,6100,7200,8600,8600,8600,1012,326,150.0,599.3189243092756,26.136700005736202,8648.524699994596,28816.9604743083
1764550965,30,,Aggregated,13.200000,5.300000,150,280,430,510,1000,4000,6100,7200,8600,8600,8600,1025,329,150.0,593.1532999033551,26.136700005736202,8648.524699994596,28776.25756097561
1764550966,30,,Aggregated,13.200000,5.300000,150,290,430,510,970,4000,6100,7200,8600,8600,8600,1041,335,150.0,590.3576264177965,26.136700005736202,8648.524699994596,28637.715658021134
1764550967,30,,Aggregated,13.200000,5.300000,150,290,430,510,940,4000,6100,7200,8600,8600,8600,1052,338,150.0,584.6131565598446,26.136700005736202,8648.524699994596,28605.858365019012
1764550968,30,,Aggregated,13.400000,5.200000,140,280,420,500,900,3700,6100,7200,8600,8600,8600,1071,347,140.0,575.4289930914566,26.136700005736202,8648.524699994596,28579.716153127916
1764550969,30,,Aggregated,13.900000,5.500000,140,280,420,490,900,3500,6100,7200,8600,8600,8600,1084,351,140.0,569.2770603329598,26.136700005736202,8648.524699994596,28640.419741697417
1764550970,30,,Aggregated,13.700000,5.400000,140,270,400,490,860,3500,6000,7200,8600,8600,8600,1101,358,140.0,561.1818557683181,26.136700005736202,8648.524699994596,28614.111716621253
1764550971,30,,Aggregated,13.800000,4.900000,140,270,400,490,860,3500,6000,7200,8600,8600,8600,1110,360,140.0,557.0069656765554,26.136700005736202,8648.524699994596,28691.883783783785
1764550972,30,,Aggregated,14.100000,5.200000,130,260,390,480,850,3400,6000,7200,8600,8600,8600,1126,363,130.0,549.7838700719586,26.136700005736202,8648.524699994596,28745.28596802842
1764550973,30,,Aggregated,13.800000,5.100000,130,260,380,480,820,3400,6000,7200,8600,8600,8600,1141,368,130.0,543.556918142904,26.136700005736202,8648.524699994596,28707.14110429448
1764550974,30,,Aggregated,14.200000,4.900000,130,250,380,470,820,3400,6000,7200,8600,8600,8600,1153,371,130.0,538.6880111023589,26.136700005736202,8648.524699994596,28717.989592367736
1764550975,30,,Aggregated,13.900000,4.500000,130,260,380,470,820,3200,6000,7200,8600,8600,8600,1163,374,130.0,537.3973472923793,26.136700005736202,8648.524699994596,28708.28890799656
1764550976,30,,Aggregated,14.000000,4.500000,140,270,410,490,810,2600,6000,7200,8600,8600,8600,1183,382,140.0,538.7871732046154,26.136700005736202,8648.524699994596,28600.26880811496
1764550977,30,,Aggregated,13.700000,4.500000,130,270,400,490,800,2600,6000,7200,8600,8600,8600,1195,386,130.0,534.5412478669474,26.136700005736202,8648.524699994596,28598.68870292887
1764550978,30,,Aggregated,13.700000,4.300000,130,260,400,490,800,2500,5900,7200,8600,8600,8600,1209,392,130.0,529.6598100091402,26.136700005736202,8648.524699994596,28696.114143920597
1764550979,30,,Aggregated,14.200000,4.800000,130,260,390,480,790,2500,5900,7200,8600,8600,8600,1222,396,130.0,524.9181064656946,26.136700005736202,8648.524699994596,28697.251227495908
1764550980,30,,Aggregated,13.600000,4.500000,130,250,390,480,790,2500,5900,7200,8600,8600,8600,1236,402,130.0,519.4414063924012,26.136700005736202,8648.524699994596,28598.990291262136
1764550981,30,,Aggregated,13.600000,4.500000,130,250,380,470,780,2300,5900,7200,8600,8600,8600,1250,406,130.0,514.4513697608606,26.136700005736202,8648.524699994596,28534.1408
